AttendanceID,StudentID,LessonID,Date,LessonName,StartTime,Status,Attended,ArrivalTime,Notes
6-272,6,272,2026-01-21,Science,13:00,Authorised Absence,False,,Dental appointment
6-274,6,274,2026-01-21,PE,13:45,Authorised Absence,False,,Doctor visit
6-276,6,276,2026-01-21,Art & Craft,14:30,Late,True,14:33,
6-290,6,290,2026-01-22,Phonics,09:00,Authorised Absence,False,,Medical appointment
6-292,6,292,2026-01-22,Maths,10:00,Authorised Absence,False,,Dental appointment
6-294,6,294,2026-01-22,English,11:00,Present,True,,
6-296,6,296,2026-01-22,Science,13:00,Present,True,,
6-298,6,298,2026-01-22,PE,13:45,Present,True,,
6-300,6,300,2026-01-22,Art & Craft,14:30,Late,True,14:39,
6-314,6,314,2026-01-23,Phonics,09:00,Present,True,,
6-316,6,316,2026-01-23,Maths,10:00,Present,True,,
6-318,6,318,2026-01-23,English,11:00,Authorised Absence,False,,Dental appointment
6-320,6,320,2026-01-23,Science,13:00,Present,True,,
6-322,6,322,2026-01-23,PE,13:45,Present,True,,
6-324,6,324,2026-01-23,Art & Craft,14:30,Late,True,14:44,
6-338,6,338,2026-01-26,Phonics,09:00,Present,True,,
6-340,6,340,2026-01-26,Maths,10:00,Present,True,,
6-342,6,342,2026-01-26,English,11:00,Present,True,,
6-344,6,344,2026-01-26,Science,13:00,Present,True,,
6-346,6,346,2026-01-26,PE,13:45,Absent,False,,
6-348,6,348,2026-01-26,Art & Craft,14:30,Authorised Absence,False,,Medical appointment
6-362,6,362,2026-01-27,Phonics,09:00,Authorised Absence,False,,Family commitment
6-364,6,364,2026-01-27,Maths,10:00,Late,True,10:10,
6-366,6,366,2026-01-27,English,11:00,Authorised Absence,False,,Family commitment
6-368,6,368,2026-01-27,Science,13:00,Present,True,,
6-370,6,370,2026-01-27,PE,13:45,Authorised Absence,False,,Medical appointment
6-372,6,372,2026-01-27,Art & Craft,14:30,Late,True,14:42,
6-386,6,386,2026-01-28,Phonics,09:00,Present,True,,
6-388,6,388,2026-01-28,Maths,10:00,Present,True,,
6-390,6,390,2026-01-28,English,11:00,Present,True,,
6-392,6,392,2026-01-28,Science,13:00,Present,True,,
6-394,6,394,2026-01-28,PE,13:45,Present,True,,
6-396,6,396,2026-01-28,Art & Craft,14:30,Authorised Absence,False,,Dental appointment
6-410,6,410,2026-01-29,Phonics,09:00,Present,True,,
6-412,6,412,2026-01-29,Maths,10:00,Present,True,,
6-414,6,414,2026-01-29,English,11:00,Present,True,,
6-416,6,416,2026-01-29,Science,13:00,Late,True,13:06,
6-418,6,418,2026-01-29,PE,13:45,Present,True,,
6-420,6,420,2026-01-29,Art & Craft,14:30,Absent,False,,
6-434,6,434,2026-01-30,Phonics,09:00,Absent,False,,
6-436,6,436,2026-01-30,Maths,10:00,Late,True,10:11,
6-438,6,438,2026-01-30,English,11:00,Present,True,,
6-440,6,440,2026-01-30,Science,13:00,Late,True,13:02,
6-442,6,442,2026-01-30,PE,13:45,Late,True,13:47,
6-444,6,444,2026-01-30,Art & Craft,14:30,Present,True,,
6-458,6,458,2026-02-02,Phonics,09:00,Absent,False,,
6-460,6,460,2026-02-02,Maths,10:00,Present,True,,
6-462,6,462,2026-02-02,English,11:00,Present,True,,
6-464,6,464,2026-02-02,Science,13:00,Present,True,,
6-466,6,466,2026-02-02,PE,13:45,Late,True,13:47,
6-468,6,468,2026-02-02,Art & Craft,14:30,Present,True,,
6-482,6,482,2026-02-03,Phonics,09:00,Late,True,09:05,
6-484,6,484,2026-02-03,Maths,10:00,Absent,False,,
6-486,6,486,2026-02-03,English,11:00,Present,True,,
6-488,6,488,2026-02-03,Science,13:00,Present,True,,
6-490,6,490,2026-02-03,PE,13:45,Present,True,,
6-492,6,492,2026-02-03,Art & Craft,14:30,Present,True,,
6-506,6,506,2026-02-04,Phonics,09:00,Absent,False,,
6-508,6,508,2026-02-04,Maths,10:00,Late,True,10:14,
6-510,6,510,2026-02-04,English,11:00,Present,True,,
6-512,6,512,2026-02-04,Science,13:00,Present,True,,
6-514,6,514,2026-02-04,PE,13:45,Present,True,,
6-516,6,516,2026-02-04,Art & Craft,14:30,Absent,False,,
6-530,6,530,2026-02-05,Phonics,09:00,Present,True,,
6-532,6,532,2026-02-05,Maths,10:00,Late,True,10:01,
6-534,6,534,2026-02-05,English,11:00,Late,True,11:05,
6-536,6,536,2026-02-05,Science,13:00,Present,True,,
6-538,6,538,2026-02-05,PE,13:45,Present,True,,
6-540,6,540,2026-02-05,Art & Craft,14:30,Late,True,14:43,
6-554,6,554,2026-02-06,Phonics,09:00,Authorised Absence,False,,Family commitment
6-556,6,556,2026-02-06,Maths,10:00,Present,True,,
6-558,6,558,2026-02-06,English,11:00,Present,True,,
6-560,6,560,2026-02-06,Science,13:00,Present,True,,
6-562,6,562,2026-02-06,PE,13:45,Present,True,,
6-564,6,564,2026-02-06,Art & Craft,14:30,Present,True,,
6-578,6,578,2026-02-09,Phonics,09:00,Present,True,,
6-580,6,580,2026-02-09,Maths,10:00,Present,True,,
6-582,6,582,2026-02-09,English,11:00,Present,True,,
6-584,6,584,2026-02-09,Science,13:00,Present,True,,
6-586,6,586,2026-02-09,PE,13:45,Present,True,,
6-588,6,588,2026-02-09,Art & Craft,14:30,Late,True,14:45,
6-602,6,602,2026-02-10,Phonics,09:00,Present,True,,
6-604,6,604,2026-02-10,Maths,10:00,Absent,False,,
6-606,6,606,2026-02-10,English,11:00,Present,True,,
6-608,6,608,2026-02-10,Science,13:00,Present,True,,
6-610,6,610,2026-02-10,PE,13:45,Present,True,,
6-612,6,612,2026-02-10,Art & Craft,14:30,Present,True,,
6-626,6,626,2026-02-11,Phonics,09:00,Authorised Absence,False,,Medical appointment
6-628,6,628,2026-02-11,Maths,10:00,Absent,False,,
6-630,6,630,2026-02-11,English,11:00,Late,True,11:11,
6-632,6,632,2026-02-11,Science,13:00,Present,True,,
6-634,6,634,2026-02-11,PE,13:45,Authorised Absence,False,,Doctor visit
6-636,6,636,2026-02-11,Art & Craft,14:30,Authorised Absence,False,,Family commitment
6-650,6,650,2026-02-12,Phonics,09:00,Present,True,,
6-652,6,652,2026-02-12,Maths,10:00,Present,True,,
6-654,6,654,2026-02-12,English,11:00,Present,True,,
6-656,6,656,2026-02-12,Science,13:00,Authorised Absence,False,,Family commitment
6-658,6,658,2026-02-12,PE,13:45,Late,True,13:56,
6-660,6,660,2026-02-12,Art & Craft,14:30,Authorised Absence,False,,Dental appointment
6-674,6,674,2026-02-13,Phonics,09:00,Present,True,,
6-676,6,676,2026-02-13,Maths,10:00,Absent,False,,
6-678,6,678,2026-02-13,English,11:00,Present,True,,
6-680,6,680,2026-02-13,Science,13:00,Present,True,,
6-682,6,682,2026-02-13,PE,13:45,Absent,False,,
6-684,6,684,2026-02-13,Art & Craft,14:30,Present,True,,
6-698,6,698,2026-02-16,Phonics,09:00,Present,True,,
6-700,6,700,2026-02-16,Maths,10:00,Present,True,,
6-702,6,702,2026-02-16,English,11:00,Present,True,,
6-704,6,704,2026-02-16,Science,13:00,Present,True,,
6-706,6,706,2026-02-16,PE,13:45,Authorised Absence,False,,Doctor visit
6-708,6,708,2026-02-16,Art & Craft,14:30,Present,True,,
7-1,7,1,2026-01-06,Phonics,09:00,Present,True,,
7-3,7,3,2026-01-06,Maths,10:00,Present,True,,
7-5,7,5,2026-01-06,English,11:00,Present,True,,
7-7,7,7,2026-01-06,Science,13:00,Present,True,,
7-9,7,9,2026-01-06,PE,13:45,Present,True,,
7-11,7,11,2026-01-06,Art & Craft,14:30,Present,True,,
7-25,7,25,2026-01-07,Phonics,09:00,Present,True,,
7-27,7,27,2026-01-07,Maths,10:00,Authorised Absence,False,,Family commitment
7-29,7,29,2026-01-07,English,11:00,Absent,False,,
7-31,7,31,2026-01-07,Science,13:00,Present,True,,
7-33,7,33,2026-01-07,PE,13:45,Present,True,,
7-35,7,35,2026-01-07,Art & Craft,14:30,Authorised Absence,False,,Doctor visit
7-49,7,49,2026-01-08,Phonics,09:00,Present,True,,
7-51,7,51,2026-01-08,Maths,10:00,Absent,False,,
7-53,7,53,2026-01-08,English,11:00,Present,True,,
7-55,7,55,2026-01-08,Science,13:00,Absent,False,,
7-57,7,57,2026-01-08,PE,13:45,Present,True,,
7-59,7,59,2026-01-08,Art & Craft,14:30,Late,True,14:34,
7-73,7,73,2026-01-09,Phonics,09:00,Absent,False,,
7-75,7,75,2026-01-09,Maths,10:00,Present,True,,
7-77,7,77,2026-01-09,English,11:00,Late,True,11:04,
7-79,7,79,2026-01-09,Science,13:00,Present,True,,
7-81,7,81,2026-01-09,PE,13:45,Late,True,14:00,
7-83,7,83,2026-01-09,Art & Craft,14:30,Present,True,,
7-97,7,97,2026-01-12,Phonics,09:00,Late,True,09:13,
7-99,7,99,2026-01-12,Maths,10:00,Present,True,,
7-101,7,101,2026-01-12,English,11:00,Present,True,,
7-103,7,103,2026-01-12,Science,13:00,Present,True,,
7-105,7,105,2026-01-12,PE,13:45,Present,True,,
7-107,7,107,2026-01-12,Art & Craft,14:30,Authorised Absence,False,,Family commitment
7-121,7,121,2026-01-13,Phonics,09:00,Authorised Absence,False,,Dental appointment
7-123,7,123,2026-01-13,Maths,10:00,Present,True,,
7-125,7,125,2026-01-13,English,11:00,Present,True,,
7-127,7,127,2026-01-13,Science,13:00,Present,True,,
7-129,7,129,2026-01-13,PE,13:45,Present,True,,
7-131,7,131,2026-01-13,Art & Craft,14:30,Present,True,,
7-145,7,145,2026-01-14,Phonics,09:00,Present,True,,
7-147,7,147,2026-01-14,Maths,10:00,Present,True,,
7-149,7,149,2026-01-14,English,11:00,Present,True,,
7-151,7,151,2026-01-14,Science,13:00,Absent,False,,
7-153,7,153,2026-01-14,PE,13:45,Present,True,,
7-155,7,155,2026-01-14,Art & Craft,14:30,Present,True,,
7-169,7,169,2026-01-15,Phonics,09:00,Present,True,,
7-171,7,171,2026-01-15,Maths,10:00,Present,True,,
7-173,7,173,2026-01-15,English,11:00,Present,True,,
7-175,7,175,2026-01-15,Science,13:00,Present,True,,
7-177,7,177,2026-01-15,PE,13:45,Present,True,,
7-179,7,179,2026-01-15,Art & Craft,14:30,Absent,False,,
7-193,7,193,2026-01-16,Phonics,09:00,Authorised Absence,False,,Medical appointment
7-195,7,195,2026-01-16,Maths,10:00,Present,True,,
7-197,7,197,2026-01-16,English,11:00,Authorised Absence,False,,Medical appointment
7-199,7,199,2026-01-16,Science,13:00,Present,True,,
7-201,7,201,2026-01-16,PE,13:45,Present,True,,
7-203,7,203,2026-01-16,Art & Craft,14:30,Present,True,,
7-217,7,217,2026-01-19,Phonics,09:00,Present,True,,
7-219,7,219,2026-01-19,Maths,10:00,Absent,False,,
7-221,7,221,2026-01-19,English,11:00,Present,True,,
7-223,7,223,2026-01-19,Science,13:00,Late,True,13:04,
7-225,7,225,2026-01-19,PE,13:45,Absent,False,,
7-227,7,227,2026-01-19,Art & Craft,14:30,Present,True,,
7-241,7,241,2026-01-20,Phonics,09:00,Present,True,,
7-243,7,243,2026-01-20,Maths,10:00,Present,True,,
7-245,7,245,2026-01-20,English,11:00,Late,True,11:02,
7-247,7,247,2026-01-20,Science,13:00,Present,True,,
7-249,7,249,2026-01-20,PE,13:45,Present,True,,
7-251,7,251,2026-01-20,Art & Craft,14:30,Present,True,,
7-265,7,265,2026-01-21,Phonics,09:00,Present,True,,
7-267,7,267,2026-01-21,Maths,10:00,Present,True,,
7-269,7,269,2026-01-21,English,11:00,Present,True,,
7-271,7,271,2026-01-21,Science,13:00,Absent,False,,
7-273,7,273,2026-01-21,PE,13:45,Authorised Absence,False,,Medical appointment
7-275,7,275,2026-01-21,Art & Craft,14:30,Absent,False,,
7-289,7,289,2026-01-22,Phonics,09:00,Late,True,09:05,
7-291,7,291,2026-01-22,Maths,10:00,Present,True,,
7-293,7,293,2026-01-22,English,11:00,Late,True,11:13,
7-295,7,295,2026-01-22,Science,13:00,Present,True,,
7-297,7,297,2026-01-22,PE,13:45,Late,True,13:49,
7-299,7,299,2026-01-22,Art & Craft,14:30,Present,True,,
7-313,7,313,2026-01-23,Phonics,09:00,Late,True,09:03,
7-315,7,315,2026-01-23,Maths,10:00,Present,True,,
7-317,7,317,2026-01-23,English,11:00,Late,True,11:09,
7-319,7,319,2026-01-23,Science,13:00,Late,True,13:14,
7-321,7,321,2026-01-23,PE,13:45,Present,True,,
7-323,7,323,2026-01-23,Art & Craft,14:30,Authorised Absence,False,,Dental appointment
7-337,7,337,2026-01-26,Phonics,09:00,Present,True,,
7-339,7,339,2026-01-26,Maths,10:00,Present,True,,
7-341,7,341,2026-01-26,English,11:00,Present,True,,
7-343,7,343,2026-01-26,Science,13:00,Authorised Absence,False,,Medical appointment
7-345,7,345,2026-01-26,PE,13:45,Present,True,,
7-347,7,347,2026-01-26,Art & Craft,14:30,Present,True,,
7-361,7,361,2026-01-27,Phonics,09:00,Present,True,,
7-363,7,363,2026-01-27,Maths,10:00,Present,True,,
7-365,7,365,2026-01-27,English,11:00,Present,True,,
7-367,7,367,2026-01-27,Science,13:00,Late,True,13:15,
7-369,7,369,2026-01-27,PE,13:45,Present,True,,
7-371,7,371,2026-01-27,Art & Craft,14:30,Present,True,,
7-385,7,385,2026-01-28,Phonics,09:00,Absent,False,,
7-387,7,387,2026-01-28,Maths,10:00,Present,True,,
7-389,7,389,2026-01-28,English,11:00,Authorised Absence,False,,Doctor visit
7-391,7,391,2026-01-28,Science,13:00,Present,True,,
7-393,7,393,2026-01-28,PE,13:45,Present,True,,
7-395,7,395,2026-01-28,Art & Craft,14:30,Present,True,,
7-409,7,409,2026-01-29,Phonics,09:00,Late,True,09:14,
7-411,7,411,2026-01-29,Maths,10:00,Present,True,,
7-413,7,413,2026-01-29,English,11:00,Late,True,11:05,
7-415,7,415,2026-01-29,Science,13:00,Present,True,,
7-417,7,417,2026-01-29,PE,13:45,Late,True,13:52,
7-419,7,419,2026-01-29,Art & Craft,14:30,Absent,False,,
7-433,7,433,2026-01-30,Phonics,09:00,Authorised Absence,False,,Dental appointment
7-435,7,435,2026-01-30,Maths,10:00,Late,True,10:03,
7-437,7,437,2026-01-30,English,11:00,Authorised Absence,False,,Dental appointment
7-439,7,439,2026-01-30,Science,13:00,Late,True,13:15,
7-441,7,441,2026-01-30,PE,13:45,Present,True,,
7-443,7,443,2026-01-30,Art & Craft,14:30,Present,True,,
7-457,7,457,2026-02-02,Phonics,09:00,Present,True,,
7-459,7,459,2026-02-02,Maths,10:00,Absent,False,,
7-461,7,461,2026-02-02,English,11:00,Present,True,,
7-463,7,463,2026-02-02,Science,13:00,Absent,False,,
7-465,7,465,2026-02-02,PE,13:45,Present,True,,
7-467,7,467,2026-02-02,Art & Craft,14:30,Present,True,,
7-481,7,481,2026-02-03,Phonics,09:00,Present,True,,
7-483,7,483,2026-02-03,Maths,10:00,Late,True,10:02,
7-485,7,485,2026-02-03,English,11:00,Present,True,,
7-487,7,487,2026-02-03,Science,13:00,Late,True,13:11,
7-489,7,489,2026-02-03,PE,13:45,Present,True,,
7-491,7,491,2026-02-03,Art & Craft,14:30,Present,True,,
7-505,7,505,2026-02-04,Phonics,09:00,Authorised Absence,False,,Dental appointment
7-507,7,507,2026-02-04,Maths,10:00,Present,True,,
7-509,7,509,2026-02-04,English,11:00,Authorised Absence,False,,Doctor visit
7-511,7,511,2026-02-04,Science,13:00,Authorised Absence,False,,Medical appointment
7-513,7,513,2026-02-04,PE,13:45,Late,True,13:55,
7-515,7,515,2026-02-04,Art & Craft,14:30,Absent,False,,
7-529,7,529,2026-02-05,Phonics,09:00,Present,True,,
7-531,7,531,2026-02-05,Maths,10:00,Present,True,,
7-533,7,533,2026-02-05,English,11:00,Present,True,,
7-535,7,535,2026-02-05,Science,13:00,Absent,False,,
7-537,7,537,2026-02-05,PE,13:45,Late,True,13:54,
7-539,7,539,2026-02-05,Art & Craft,14:30,Present,True,,
7-553,7,553,2026-02-06,Phonics,09:00,Present,True,,
7-555,7,555,2026-02-06,Maths,10:00,Present,True,,
7-557,7,557,2026-02-06,English,11:00,Authorised Absence,False,,Medical appointment
7-559,7,559,2026-02-06,Science,13:00,Present,True,,
7-561,7,561,2026-02-06,PE,13:45,Present,True,,
7-563,7,563,2026-02-06,Art & Craft,14:30,Present,True,,
7-577,7,577,2026-02-09,Phonics,09:00,Late,True,09:06,
7-579,7,579,2026-02-09,Maths,10:00,Absent,False,,
7-581,7,581,2026-02-09,English,11:00,Present,True,,
7-583,7,583,2026-02-09,Science,13:00,Present,True,,
7-585,7,585,2026-02-09,PE,13:45,Authorised Absence,False,,Doctor visit
7-587,7,587,2026-02-09,Art & Craft,14:30,Late,True,14:38,
7-601,7,601,2026-02-10,Phonics,09:00,Present,True,,
7-603,7,603,2026-02-10,Maths,10:00,Present,True,,
7-605,7,605,2026-02-10,English,11:00,Present,True,,
7-607,7,607,2026-02-10,Science,13:00,Late,True,13:07,
7-609,7,609,2026-02-10,PE,13:45,Late,True,13:56,
7-611,7,611,2026-02-10,Art & Craft,14:30,Present,True,,
7-625,7,625,2026-02-11,Phonics,09:00,Present,True,,
7-627,7,627,2026-02-11,Maths,10:00,Present,True,,
7-629,7,629,2026-02-11,English,11:00,Present,True,,
7-631,7,631,2026-02-11,Science,13:00,Present,True,,
7-633,7,633,2026-02-11,PE,13:45,Authorised Absence,False,,Dental appointment
7-635,7,635,2026-02-11,Art & Craft,14:30,Present,True,,
7-649,7,649,2026-02-12,Phonics,09:00,Present,True,,
7-651,7,651,2026-02-12,Maths,10:00,Present,True,,
7-653,7,653,2026-02-12,English,11:00,Present,True,,
7-655,7,655,2026-02-12,Science,13:00,Authorised Absence,False,,Family commitment
7-657,7,657,2026-02-12,PE,13:45,Present,True,,
7-659,7,659,2026-02-12,Art & Craft,14:30,Authorised Absence,False,,Family commitment
7-673,7,673,2026-02-13,Phonics,09:00,Present,True,,
7-675,7,675,2026-02-13,Maths,10:00,Present,True,,
7-677,7,677,2026-02-13,English,11:00,Present,True,,
7-679,7,679,2026-02-13,Science,13:00,Authorised Absence,False,,Family commitment
7-681,7,681,2026-02-13,PE,13:45,Authorised Absence,False,,Medical appointment
7-683,7,683,2026-02-13,Art & Craft,14:30,Late,True,14:41,
7-697,7,697,2026-02-16,Phonics,09:00,Late,True,09:12,
7-699,7,699,2026-02-16,Maths,10:00,Present,True,,
7-701,7,701,2026-02-16,English,11:00,Present,True,,
7-703,7,703,2026-02-16,Science,13:00,Present,True,,
7-705,7,705,2026-02-16,PE,13:45,Present,True,,
7-707,7,707,2026-02-16,Art & Craft,14:30,Present,True,,
8-2,8,2,2026-01-06,Phonics,09:00,Present,True,,
8-4,8,4,2026-01-06,Maths,10:00,Present,True,,
8-6,8,6,2026-01-06,English,11:00,Late,True,11:09,
8-8,8,8,2026-01-06,Science,13:00,Present,True,,
8-10,8,10,2026-01-06,PE,13:45,Present,True,,
8-12,8,12,2026-01-06,Art & Craft,14:30,Present,True,,
8-26,8,26,2026-01-07,Phonics,09:00,Present,True,,
8-28,8,28,2026-01-07,Maths,10:00,Present,True,,
8-30,8,30,2026-01-07,English,11:00,Authorised Absence,False,,Medical appointment
8-32,8,32,2026-01-07,Science,13:00,Late,True,13:09,
8-34,8,34,2026-01-07,PE,13:45,Late,True,13:53,
8-36,8,36,2026-01-07,Art & Craft,14:30,Present,True,,
8-50,8,50,2026-01-08,Phonics,09:00,Present,True,,
8-52,8,52,2026-01-08,Maths,10:00,Present,True,,
8-54,8,54,2026-01-08,English,11:00,Present,True,,
8-56,8,56,2026-01-08,Science,13:00,Present,True,,
8-58,8,58,2026-01-08,PE,13:45,Absent,False,,
8-60,8,60,2026-01-08,Art & Craft,14:30,Authorised Absence,False,,Dental appointment
8-74,8,74,2026-01-09,Phonics,09:00,Absent,False,,
8-76,8,76,2026-01-09,Maths,10:00,Present,True,,
8-78,8,78,2026-01-09,English,11:00,Present,True,,
8-80,8,80,2026-01-09,Science,13:00,Late,True,13:11,
8-82,8,82,2026-01-09,PE,13:45,Present,True,,
8-84,8,84,2026-01-09,Art & Craft,14:30,Authorised Absence,False,,Dental appointment
8-98,8,98,2026-01-12,Phonics,09:00,Present,True,,
8-100,8,100,2026-01-12,Maths,10:00,Late,True,10:03,
8-102,8,102,2026-01-12,English,11:00,Present,True,,
8-104,8,104,2026-01-12,Science,13:00,Present,True,,
8-106,8,106,2026-01-12,PE,13:45,Present,True,,
8-108,8,108,2026-01-12,Art & Craft,14:30,Absent,False,,
8-122,8,122,2026-01-13,Phonics,09:00,Present,True,,
8-124,8,124,2026-01-13,Maths,10:00,Present,True,,
8-126,8,126,2026-01-13,English,11:00,Present,True,,
8-128,8,128,2026-01-13,Science,13:00,Present,True,,
8-130,8,130,2026-01-13,PE,13:45,Present,True,,
8-132,8,132,2026-01-13,Art & Craft,14:30,Present,True,,
8-146,8,146,2026-01-14,Phonics,09:00,Present,True,,
8-148,8,148,2026-01-14,Maths,10:00,Present,True,,
8-150,8,150,2026-01-14,English,11:00,Late,True,11:15,
8-152,8,152,2026-01-14,Science,13:00,Present,True,,
8-154,8,154,2026-01-14,PE,13:45,Late,True,13:54,
8-156,8,156,2026-01-14,Art & Craft,14:30,Present,True,,
8-170,8,170,2026-01-15,Phonics,09:00,Present,True,,
8-172,8,172,2026-01-15,Maths,10:00,Present,True,,
8-174,8,174,2026-01-15,English,11:00,Present,True,,
8-176,8,176,2026-01-15,Science,13:00,Present,True,,
8-178,8,178,2026-01-15,PE,13:45,Present,True,,
8-180,8,180,2026-01-15,Art & Craft,14:30,Present,True,,
8-194,8,194,2026-01-16,Phonics,09:00,Present,True,,
8-196,8,196,2026-01-16,Maths,10:00,Present,True,,
8-198,8,198,2026-01-16,English,11:00,Present,True,,
8-200,8,200,2026-01-16,Science,13:00,Present,True,,
8-202,8,202,2026-01-16,PE,13:45,Present,True,,
8-204,8,204,2026-01-16,Art & Craft,14:30,Present,True,,
8-218,8,218,2026-01-19,Phonics,09:00,Present,True,,
8-220,8,220,2026-01-19,Maths,10:00,Late,True,10:14,
8-222,8,222,2026-01-19,English,11:00,Present,True,,
8-224,8,224,2026-01-19,Science,13:00,Present,True,,
8-226,8,226,2026-01-19,PE,13:45,Present,True,,
8-228,8,228,2026-01-19,Art & Craft,14:30,Present,True,,
8-242,8,242,2026-01-20,Phonics,09:00,Present,True,,
8-244,8,244,2026-01-20,Maths,10:00,Present,True,,
8-246,8,246,2026-01-20,English,11:00,Absent,False,,
8-248,8,248,2026-01-20,Science,13:00,Present,True,,
8-250,8,250,2026-01-20,PE,13:45,Authorised Absence,False,,Doctor visit
8-252,8,252,2026-01-20,Art & Craft,14:30,Present,True,,
8-266,8,266,2026-01-21,Phonics,09:00,Authorised Absence,False,,Family commitment
8-268,8,268,2026-01-21,Maths,10:00,Absent,False,,
8-270,8,270,2026-01-21,English,11:00,Present,True,,
8-272,8,272,2026-01-21,Science,13:00,Authorised Absence,False,,Medical appointment
8-274,8,274,2026-01-21,PE,13:45,Present,True,,
8-276,8,276,2026-01-21,Art & Craft,14:30,Present,True,,
8-290,8,290,2026-01-22,Phonics,09:00,Authorised Absence,False,,Dental appointment
8-292,8,292,2026-01-22,Maths,10:00,Authorised Absence,False,,Dental appointment
8-294,8,294,2026-01-22,English,11:00,Present,True,,
8-296,8,296,2026-01-22,Science,13:00,Late,True,13:10,
8-298,8,298,2026-01-22,PE,13:45,Present,True,,
8-300,8,300,2026-01-22,Art & Craft,14:30,Late,True,14:44,
8-314,8,314,2026-01-23,Phonics,09:00,Late,True,09:12,
8-316,8,316,2026-01-23,Maths,10:00,Late,True,10:07,
8-318,8,318,2026-01-23,English,11:00,Present,True,,
8-320,8,320,2026-01-23,Science,13:00,Late,True,13:09,
8-322,8,322,2026-01-23,PE,13:45,Present,True,,
8-324,8,324,2026-01-23,Art & Craft,14:30,Present,True,,
8-338,8,338,2026-01-26,Phonics,09:00,Late,True,09:04,
8-340,8,340,2026-01-26,Maths,10:00,Authorised Absence,False,,Medical appointment
8-342,8,342,2026-01-26,English,11:00,Present,True,,
8-344,8,344,2026-01-26,Science,13:00,Authorised Absence,False,,Family commitment
8-346,8,346,2026-01-26,PE,13:45,Present,True,,
8-348,8,348,2026-01-26,Art & Craft,14:30,Present,True,,
8-362,8,362,2026-01-27,Phonics,09:00,Present,True,,
8-364,8,364,2026-01-27,Maths,10:00,Present,True,,
8-366,8,366,2026-01-27,English,11:00,Absent,False,,
8-368,8,368,2026-01-27,Science,13:00,Absent,False,,
8-370,8,370,2026-01-27,PE,13:45,Present,True,,
8-372,8,372,2026-01-27,Art & Craft,14:30,Present,True,,
8-386,8,386,2026-01-28,Phonics,09:00,Late,True,09:15,
8-388,8,388,2026-01-28,Maths,10:00,Late,True,10:04,
8-390,8,390,2026-01-28,English,11:00,Present,True,,
8-392,8,392,2026-01-28,Science,13:00,Authorised Absence,False,,Dental appointment
8-394,8,394,2026-01-28,PE,13:45,Authorised Absence,False,,Doctor visit
8-396,8,396,2026-01-28,Art & Craft,14:30,Authorised Absence,False,,Medical appointment
8-410,8,410,2026-01-29,Phonics,09:00,Present,True,,
8-412,8,412,2026-01-29,Maths,10:00,Absent,False,,
8-414,8,414,2026-01-29,English,11:00,Present,True,,
8-416,8,416,2026-01-29,Science,13:00,Authorised Absence,False,,Family commitment
8-418,8,418,2026-01-29,PE,13:45,Present,True,,
8-420,8,420,2026-01-29,Art & Craft,14:30,Late,True,14:31,
8-434,8,434,2026-01-30,Phonics,09:00,Present,True,,
8-436,8,436,2026-01-30,Maths,10:00,Present,True,,
8-438,8,438,2026-01-30,English,11:00,Authorised Absence,False,,Dental appointment
8-440,8,440,2026-01-30,Science,13:00,Present,True,,
8-442,8,442,2026-01-30,PE,13:45,Present,True,,
8-444,8,444,2026-01-30,Art & Craft,14:30,Present,True,,
8-458,8,458,2026-02-02,Phonics,09:00,Present,True,,
8-460,8,460,2026-02-02,Maths,10:00,Absent,False,,
8-462,8,462,2026-02-02,English,11:00,Present,True,,
8-464,8,464,2026-02-02,Science,13:00,Present,True,,
8-466,8,466,2026-02-02,PE,13:45,Late,True,13:58,
8-468,8,468,2026-02-02,Art & Craft,14:30,Absent,False,,
8-482,8,482,2026-02-03,Phonics,09:00,Late,True,09:01,
8-484,8,484,2026-02-03,Maths,10:00,Absent,False,,
8-486,8,486,2026-02-03,English,11:00,Present,True,,
8-488,8,488,2026-02-03,Science,13:00,Present,True,,
8-490,8,490,2026-02-03,PE,13:45,Present,True,,
8-492,8,492,2026-02-03,Art & Craft,14:30,Late,True,14:39,
8-506,8,506,2026-02-04,Phonics,09:00,Present,True,,
8-508,8,508,2026-02-04,Maths,10:00,Present,True,,
8-510,8,510,2026-02-04,English,11:00,Absent,False,,
8-512,8,512,2026-02-04,Science,13:00,Present,True,,
8-514,8,514,2026-02-04,PE,13:45,Authorised Absence,False,,Doctor visit
8-516,8,516,2026-02-04,Art & Craft,14:30,Present,True,,
8-530,8,530,2026-02-05,Phonics,09:00,Present,True,,
8-532,8,532,2026-02-05,Maths,10:00,Present,True,,
8-534,8,534,2026-02-05,English,11:00,Absent,False,,
8-536,8,536,2026-02-05,Science,13:00,Late,True,13:13,
8-538,8,538,2026-02-05,PE,13:45,Late,True,13:54,
8-540,8,540,2026-02-05,Art & Craft,14:30,Late,True,14:43,
8-554,8,554,2026-02-06,Phonics,09:00,Present,True,,
8-556,8,556,2026-02-06,Maths,10:00,Present,True,,
8-558,8,558,2026-02-06,English,11:00,Present,True,,
8-560,8,560,2026-02-06,Science,13:00,Absent,False,,
8-562,8,562,2026-02-06,PE,13:45,Present,True,,
8-564,8,564,2026-02-06,Art & Craft,14:30,Present,True,,
8-578,8,578,2026-02-09,Phonics,09:00,Present,True,,
